concept_id,name,datatype_id,
104266,CHLORPHENIRAMINE / PSEUDOEPHEDRINE / SCOPOLAMINE,4,
104267,CHLORPHENIRAMINE / PYRILAMINE,4,
104268,CHLORPHENIRAMINE / SCOPOLAMINE,4,
104269,CHLORPROPAMIDE / PHENAZOPYRIDINE,4,
104270,CHLORQUINALDOL / HYDROCORTISONE,4,
104271,CHLORTETRACYCLINE / DEMECLOCYCLINE / TETRACYCLINE,4,
104272,CHLORTETRACYCLINE / TRIAMCINOLONE,4,
104273,CHLORTHALIDONE / CLONIDINE,4,
104274,CHLORTHALIDONE / RESERPINE,4,
104275,CHLORTHALIDONE / TRIAMTERENE,4,
104276,CHOLECALCIFEROL / VITAMIN A,4,
104277,"CHOLESTEROL / PETROLATUM, WHITE / STEARYL ALCOHOL / WHITE WAX",4,
104278,CHOLINE / DEXPANTHENOL,4,
104279,CHOLINE / GINKGO BILOBA EXTRACT / VITAMIN B 12 / VITAMIN B6,4,
104280,CHOLINE / GLUTAMINE / INOSITOL,4,
104281,CHOLINE / GLYCEROL,4,
104282,CHOLINE / INOSITOL,4,
104283,CHOLINE / INOSITOL / LYSINE / METHIONINE / VITAMIN B 12,4,
104284,CHOLINE / MAGNESIUM SALICYLATE,4,
104285,CHOLINE SALICYLATE / MAGNESIUM SALICYLATE,4,
104286,CHOLINOPHYLLIN / GUAIFENESIN,4,
104287,CHONDROITIN / DIMETHYL SULFONE / GLUCOSAMINE,4,
104288,CHONDROITIN / GLUCOSAMINE,4,
104289,CHONDROITIN / HYALURONATE,4,
104290,CHONDROITIN 4-SULFATE / DIMETHYL SULFONE / GLUCOSAMINE,4,
104291,CHONDROITIN 4-SULFATE / GLUCOSAMINE,4,
104292,CHONDROITIN 4-SULFATE / GLUCOSAMINE SULFATE,4,
104293,CHONDROITIN 4-SULFATE / GLUCOSAMINE SULFATE / SODIUM,4,
104294,CHONDROITIN SULFATES / DIMETHYL SULFONE / GLUCOSAMINE,4,
104295,CHONDROITIN SULFATES / GLUCOSAMINE,4,
104296,CHONDROITIN SULFATES / GLUCOSAMINE / MANGANESE,4,
104297,CHONDROITIN SULFATES / GLUCOSAMINE SULFATE,4,
104298,CHROMIC CHLORIDE / COPPER SULFATE / MANGANESE SULFATE / ZINC SULFATE,4,
104299,CHROMIC SULFATE / ZINC SULFATE,4,
104300,CHROMIUM / COPPER / MANGANESE SULFATE / ZINC SULFATE,4,
104301,CHROMIUM / COPPER / ZINC SULFATE,4,
104302,CHROMIUM / MANGANESE / ZINC,4,
104303,CHROMIUM / SELENIUM,4,
104304,CHROMIUM PICOLINATE / GAMBOGE,4,
104305,CHROMIUM PICOLINATE / VITAMIN B6,4,
104306,CHROMIUM PICOLINATE / ZINC,4,
104308,CHROMOUS CHLORIDE / COPPER / MANGANESE SULFATE / SELENIOUS ACID / ZINC SULFATE,4,
104309,CHROMOUS CHLORIDE / COPPER SULFATE / MANGANESE CHLORIDE / MOLYBDENUM / SELENIOUS ACID / SODIUM IODIDE / ZINC SULFATE,4,
104310,CHROMOUS CHLORIDE / COPPER SULFATE / MANGANESE CHLORIDE / SELENIOUS ACID / SODIUM IODIDE / ZINC SULFATE,4,
104311,CHROMOUS CHLORIDE / COPPER SULFATE / MANGANESE CHLORIDE / ZINC CHLORIDE,4,
104312,CHROMOUS CHLORIDE / COPPER SULFATE / MANGANESE SULFATE / SELENIOUS ACID / ZINC SULFATE,4,
104313,CHYMOTRYPSIN / TRYPSIN / TRYPSIN-CHYMOTRYPSIN,4,
104314,CIDER VINEGAR / KELP PREPARATION / LECITHIN / VITAMIN B6,4,
104315,CILASTATIN / IMIPENEM,4,
104316,CINOXATE / METHYL ANTHRANILATE,4,
104317,CIPROFLOXACIN / DEXAMETHASONE,4,
104318,CIPROFLOXACIN / HYDROCORTISONE,4,
104319,CITRIC ACID / CODEINE / PHENIRAMINE / PHENYLEPHRINE,4,
104320,CITRIC ACID / DEXTROMETHORPHAN / GUAIFENESIN / POTASSIUM CITRATE,4,
104321,CITRIC ACID / DEXTROMETHORPHAN / PHENYLEPHRINE / SODIUM CITRATE,4,
104322,CITRIC ACID / GLUCONOLACTONE / MAGNESIUM CARBONATE,4,
104323,CITRIC ACID / MAGNESIUM OXIDE / SODIUM CARBONATE,4,
104324,CITRIC ACID / POTASSIUM BICARBONATE / SODIUM BICARBONATE,4,
104325,CITRIC ACID / POTASSIUM CITRATE,4,
104326,CITRIC ACID / POTASSIUM CITRATE / SODIUM CITRATE,4,
104327,CITRIC ACID / SIMETHICONE / SODIUM BICARBONATE,4,
104328,CITRIC ACID / SODIUM BICARBONATE,4,
104329,CITRIC ACID / SODIUM CITRATE,4,
104330,CITRUS PECTIN EXTRACT / LACTOBACILLUS ACIDOPHILUS,4,
104331,CLAVULANATE / TICARCILLIN,4,
104332,CLEMASTINE / PHENYLPROPANOLAMINE,4,
104333,CLINDAMYCIN / GLUCOSE,4,
104334,CLIOQUINOL / COAL TAR / HYDROCORTISONE,4,
104335,CLIOQUINOL / FLUMETHASONE,4,
104336,CLIOQUINOL / FLUOCINOLONE,4,
104337,CLIOQUINOL / HYDROCORTISONE,4,
104338,CLIOQUINOL / HYDROCORTISONE / PRAMOXINE,4,
104339,CLOPAMIDE / PINDOLOL,4,
104340,CLOTRIMAZOLE / HYDROCORTISONE,4,
104341,CLOTRIMAZOLE / LAVENDER OIL / TEA TREE OIL / UNDECYLENIC ACID,4,
104342,COAL TAR / JUNIPER TAR / PINE TAR,4,
104343,COAL TAR / LACTIC ACID / SALICYLIC ACID,4,
104344,COAL TAR / LECITHIN,4,
104345,COAL TAR / MENTHOL,4,
104346,COAL TAR / MENTHOL / SALICYLIC ACID,4,
104347,"COAL TAR / MERCURY, AMMONIATED / METHENAMINE",4,
104348,COAL TAR / PINE TAR,4,
104349,COAL TAR / POLYSORBATE 80,4,
104350,COAL TAR / SALICYLIC ACID,4,
104351,COAL TAR / SALICYLIC ACID / SULFUR,4,
104352,"COAL TAR / SALICYLIC ACID / SULFUR,COLLOIDAL",4,
104353,COAL TAR / SODIUM DODECYL SULFATE,4,
104354,COBALAMINS / VITAMIN B 12,4,
104355,COCAINE / EPINEPHRINE,4,
104356,COCAINE / HOMATROPINE,4,
104357,COCOA BUTTER / PHENYLEPHRINE / SHARK LIVER OIL PREPARATION,4,
104358,COCOA BUTTER / SHARK LIVER OIL PREPARATION,4,
104359,COD LIVER OIL / ZINC OXIDE,4,
104360,CODEINE / EPHEDRINE / GUAIFENESIN,4,
104361,CODEINE / GUAIACOLSULFONIC ACID / PHENYLEPHRINE / PROMETHAZINE,4,
104362,CODEINE / GUAIACOLSULFONIC ACID / PROMETHAZINE,4,
104363,CODEINE / GUAIFENESIN,4,
104364,CODEINE / GUAIFENESIN / PHENIRAMINE,4,
104365,CODEINE / GUAIFENESIN / PHENYLEPHRINE,4,
104366,CODEINE / GUAIFENESIN / PHENYLPROPANOLAMINE,4,
104367,CODEINE / GUAIFENESIN / PROMETHAZINE,4,
104368,CODEINE / GUAIFENESIN / PSEUDOEPHEDRINE,4,
104369,CODEINE / GUAIFENESIN / PSEUDOEPHEDRINE / TRIPROLIDINE,4,
104370,CODEINE / IBUPROFEN,4,
104371,CODEINE / KAOLIN,4,
104372,CODEINE / MENTHOL / PHENIRAMINE / PHENYLEPHRINE,4,
104373,CODEINE / PAPAVERINE,4,
104374,CODEINE / PHENIRAMINE / PHENYLEPHRINE,4,
104375,CODEINE / PHENYLEPHRINE / PROMETHAZINE,4,
104376,CODEINE / PHENYLEPHRINE / PSEUDOEPHEDRINE,4,
104377,CODEINE / PHENYLEPHRINE / PYRILAMINE,4,
104378,CODEINE / PHENYLPROPANOLAMINE / PROMETHAZINE,4,
104379,CODEINE / POTASSIUM CITRATE,4,
104380,CODEINE / PROMETHAZINE,4,
104381,CODEINE / PSEUDOEPHEDRINE,4,
104382,CODEINE / PSEUDOEPHEDRINE / TRIPROLIDINE,4,
104383,CODEINE / PYRILAMINE,4,
104384,COENZYME Q10 / LEVOCARNITINE / VITAMIN E,4,
104385,COENZYME Q10 / THIOCTATE / VITAMIN E,4,
104386,COENZYME Q10 / VITAMIN E,4,
104387,COLCHICINE / PROBENECID,4,
104388,COLISTIN / HYDROCORTISONE / NEOMYCIN / THONZONIUM,4,
104389,COLLOIDAL OATMEAL / DIMETHICONE,4,
104390,COLLOIDAL OATMEAL / SALICYLIC ACID,4,
104391,COPPER GLUCONATE / ZINC PICOLINATE,4,
104392,CORTICOTROPIN / ZINC HYDROXIDE,4,
104393,CREOSOTE / GUAIACOL / METHYL SALICYLATE,4,
104394,CRESOL / FORMALDEHYDE,4,
104395,CROMOGLYCATE / XYLOMETAZOLINE,4,
104396,CROTAMITON / HYDROCORTISONE,4,
104397,CRYPTENAMINE / METHYCLOTHIAZIDE,4,
104398,CYCLIZINE / DIPIPANONE,4,
104399,CYCLOPENTHIAZIDE / OXPRENOLOL,4,
104400,CYCLOPENTOLATE / PHENYLEPHRINE,4,
104401,CYCLOPHOSPHAMIDE / MANNITOL,4,
104402,CYPROTERONE / ETHINYL ESTRADIOL,4,
104403,CYSTEINE / INOSITOL / METHIONINE / SODIUM PROPIONATE / UREA,4,
104404,DALFOPRISTIN / QUINUPRISTIN,4,
104405,DANTHRON / DOCUSATE,4,
104406,DANTHRON / DOCUSATE / PANTOTHENATE,4,
104407,DANTHRON / PANTOTHENATE,4,
104408,DANTHRON / POLOXAMER 188,4,
104409,DAPSONE / PYRIMETHAMINE,4,
104410,DEHYDROCHOLATE / DIMETHICONE / PANCREATIN,4,
104411,DEHYDROCHOLATE / DOCUSATE,4,
104412,DEHYDROCHOLATE / DOCUSATE / PHENOLPHTHALEIN,4,
104413,DEHYDROCHOLATE / HOMATROPINE,4,
104414,DEHYDROCHOLATE / HOMATROPINE / PHENOBARBITAL,4,
104415,DEHYDROCHOLATE / PANCREATIN / PEPSIN A,4,
104416,DEHYDROEPIANDROSTERONE / GINKGO BILOBA EXTRACT,4,
104417,DEOXYRIBONUCLEASES / PLASMIN,4,
104418,DESERPIDINE / HYDROCHLOROTHIAZIDE,4,
104419,DESERPIDINE / METHYCLOTHIAZIDE,4,
104420,DESLORATADINE / PSEUDOEPHEDRINE,4,
104421,DESOGESTREL / ETHINYL ESTRADIOL,4,
104422,DEXAMETHASONE / HYPROMELLOSE,4,
104423,DEXAMETHASONE / LIDOCAINE,4,
104424,DEXAMETHASONE / NEOMYCIN,4,
104425,DEXAMETHASONE / NEOMYCIN / POLYMYXIN B,4,
104426,DEXAMETHASONE / TOBRAMYCIN,4,
104427,DEXAMETHASONE / TRAMAZOLINE,4,
104428,DEXBROMPHENIRAMINE / DEXTROMETHORPHAN / GUAIFENESIN / PSEUDOEPHEDRINE,4,
104429,DEXBROMPHENIRAMINE / DEXTROMETHORPHAN / PHENYLEPHRINE,4,
104430,DEXBROMPHENIRAMINE / PSEUDOEPHEDRINE,4,
104431,DEXCHLORPHENIRAMINE / DEXTROMETHORPHAN / GUAIFENESIN / PHENYLEPHRINE,4,
104432,DEXCHLORPHENIRAMINE / DEXTROMETHORPHAN / PHENYLEPHRINE,4,
104433,DEXCHLORPHENIRAMINE / DEXTROMETHORPHAN / PHENYLEPHRINE / PYRILAMINE,4,
104434,DEXCHLORPHENIRAMINE / DEXTROMETHORPHAN / PSEUDOEPHEDRINE,4,
104435,DEXCHLORPHENIRAMINE / GUAIFENESIN / PSEUDOEPHEDRINE,4,
104436,DEXCHLORPHENIRAMINE / HYDROCODONE / PHENYLEPHRINE,4,
104437,DEXCHLORPHENIRAMINE / METHSCOPOLAMINE / PSEUDOEPHEDRINE,4,
104438,DEXCHLORPHENIRAMINE / PSEUDOEPHEDRINE,4,
104439,DEXTRAN / GLYCEROL / HYPROMELLOSE,4,
104440,DEXTRAN / HYPROMELLOSE,4,
104441,DEXTRAN / SODIUM CHLORIDE,4,
104442,DEXTRAN 70 / HYPROMELLOSE,4,
104443,DEXTROMETHORPHAN / DOXYLAMINE,4,
104444,DEXTROMETHORPHAN / DOXYLAMINE / GUAIFENESIN,4,
104445,DEXTROMETHORPHAN / DYPHYLLINE / PSEUDOEPHEDRINE,4,
104446,DEXTROMETHORPHAN / GUAIACOLSULFONATE,4,
104447,DEXTROMETHORPHAN / GUAIACOLSULFONIC ACID,4,
104448,DEXTROMETHORPHAN / GUAIACOLSULFONIC ACID / PHENYLEPHRINE,4,
104449,DEXTROMETHORPHAN / GUAIACOLSULFONIC ACID / PROMETHAZINE,4,
104450,DEXTROMETHORPHAN / GUAIFENESIN,4,
104451,DEXTROMETHORPHAN / GUAIFENESIN / PHENYLEPHRINE,4,
104452,DEXTROMETHORPHAN / GUAIFENESIN / PHENYLEPHRINE / PYRILAMINE,4,
104453,DEXTROMETHORPHAN / GUAIFENESIN / PHENYLPROPANOLAMINE,4,
104454,DEXTROMETHORPHAN / GUAIFENESIN / POTASSIUM CITRATE,4,
104455,DEXTROMETHORPHAN / GUAIFENESIN / POTASSIUM GUAIACOLSULFONATE,4,
104456,DEXTROMETHORPHAN / GUAIFENESIN / POTASSIUM GUAIACOLSULFONATE / PSEUDOEPHEDRINE,4,
104457,DEXTROMETHORPHAN / GUAIFENESIN / POTASSIUM GUAIACOLSULFONATE / PYRILAMINE,4,
104458,DEXTROMETHORPHAN / GUAIFENESIN / PSEUDOEPHEDRINE,4,
104459,DEXTROMETHORPHAN / GUAIFENESIN / PYRILAMINE / SODIUM CITRATE,4,
104460,DEXTROMETHORPHAN / GUAIFENESIN / SODIUM CITRATE,4,
104461,DEXTROMETHORPHAN / PHENIRAMINE / PHENYLEPHRINE,4,
104462,DEXTROMETHORPHAN / PHENYLEPHRINE,4,
104463,DEXTROMETHORPHAN / PHENYLEPHRINE / POTASSIUM GUAIACOLSULFONATE,4,
104464,DEXTROMETHORPHAN / PHENYLEPHRINE / POTASSIUM GUAIACOLSULFONATE / PYRILAMINE,4,
104465,DEXTROMETHORPHAN / PHENYLEPHRINE / PYRILAMINE,4,
104466,DEXTROMETHORPHAN / PHENYLEPHRINE / SODIUM CITRATE,4,
104467,DEXTROMETHORPHAN / PHENYLPROPANOLAMINE,4,
104468,DEXTROMETHORPHAN / POTASSIUM GUAIACOLSULFONATE,4,
104469,DEXTROMETHORPHAN / POTASSIUM IODIDE,4,
104470,DEXTROMETHORPHAN / PROMETHAZINE,4,
104471,DEXTROMETHORPHAN / PSEUDOEPHEDRINE,4,
104472,DEXTROMETHORPHAN / TERPIN HYDRATE,4,
104473,D-GLUCURONIC ACID / TRIMETREXATE,4,
104474,DIATRIZOATE / EDETATES,4,
104475,DIATRIZOATE / IODAMIDE,4,
104476,DIATRIZOATE / IODINE,4,
104477,DIATRIZOATE / IODIPAMIDE,4,
104478,DIBASIC POTASSIUM PHOSPHATE / GLUCOSE / POTASSIUM CHLORIDE / POTASSIUM PHOSPHATE / SODIUM CHLORIDE,4,
104479,DIBASIC POTASSIUM PHOSPHATE / GLUCOSE / POTASSIUM CHLORIDE / SODIUM CHLORIDE,4,
104480,DIBASIC POTASSIUM PHOSPHATE / POTASSIUM PHOSPHATE,4,
104481,DIBUCAINE / HYDROCORTISONE,4,
104482,DIBUCAINE / PREDNISOLONE,4,
104483,DICHLORODIFLUOROMETHANE / TRICHLOROFLUOROMETHANE,4,
104484,DICHLORODIFLUOROMETHANE / TRICHLOROTRIFLUOROETHANE,4,
104485,DICHLOROTETRAFLUOROETHANE / ETHYL CHLORIDE,4,
104486,DICLOFENAC / MISOPROSTOL,4,
104487,DICYCLOMINE / PHENOBARBITAL,4,
104488,DIETHYLSTILBESTROL / LACTIC ACID,4,
104489,DIETHYLSTILBESTROL / METHYLTESTOSTERONE,4,
104490,DIHYDROCODEINE / GUAIFENESIN / PSEUDOEPHEDRINE,4,
104491,DIHYDROERGOCORNINE / DIHYDROERGOCRISTINE / DIHYDROERGOCRYPTINE,4,
104492,DILOXANIDE / METRONIDAZOLE,4,
104493,DILTIAZEM / ENALAPRIL,4,
104494,DILTIAZEM / HYDROCHLOROTHIAZIDE / TRIAMTERENE,4,
104495,DIMENHYDRINATE / NIACIN,4,
104496,DIMETHICONE / PETROLATUM,4,
104497,DIMETHICONE / PRAMOXINE,4,
104498,DIMETHICONE / TITANIUM DIOXIDE,4,
104499,DIMETHICONE / TRICLOSAN,4,
104500,DIMETHICONE / ZINC OXIDE,4,
104501,DIMETHYL SULFONE / GLUCOSAMINE,4,
104502,DIMETHYL SULFONE / GLUCOSAMINE SULFATE,4,
104503,DIMETHYL SULFONE / GLUCOSAMINE SULFATE / MAGNESIUM / SHARK CARTILAGE EXTRACT,4,
104504,DIMETHYL SULFONE / MOLYBDENUM,4,
104505,DIOSMIN / HESPERIDIN,4,
104506,DIOXYBENZONE / ETHYL DIHYDROXYPROPYL PABA / HYDROQUINONE,4,
104507,DIOXYBENZONE / HYDROQUINONE / OXYBENZONE / PADIMATE-O,4,
104508,DIOXYBENZONE / HYDROQUINONE / PADIMATE-O,4,
104509,DIPERODON / HYDROCORTISONE / ZINC OXIDE,4,
104510,DIPHENHYDRAMINE / GUAIFENESIN / MENTHOL,4,
104511,DIPHENHYDRAMINE / HYDROCODONE / PHENYLEPHRINE,4,
104512,DIPHENHYDRAMINE / HYDROCORTISONE,4,
104513,DIPHENHYDRAMINE / IBUPROFEN,4,
104514,DIPHENHYDRAMINE / MAGNESIUM SALICYLATE,4,
104515,DIPHENHYDRAMINE / MENTHOL,4,
104516,DIPHENHYDRAMINE / NIACIN,4,
104517,DIPHENHYDRAMINE / PHENOL,4,
104518,DIPHENHYDRAMINE / PHENYLEPHRINE,4,
104519,DIPHENHYDRAMINE / PRAMOXINE,4,
104520,DIPHENHYDRAMINE / PSEUDOEPHEDRINE,4,
104521,DIPHENHYDRAMINE / TRIPELENNAMINE,4,
104522,DIPHENHYDRAMINE / ZINC,4,
104523,DIPHENHYDRAMINE / ZINC ACETATE,4,
104524,DIPHENHYDRAMINE / ZINC OXIDE,4,
104525,DIPHTHERIA TOXOID / HAEMOPHILUS CAPSULAR OLIGOSACCHARIDE,4,
104526,"DIPHTHERIA TOXOID / HEPATITIS B VACCINES / PERTUSSIS, ACELLULAR / POLIOVIRUS VACCINE, INACTIVATED / TETANUS TOXOID",4,
104527,"DIPHTHERIA TOXOID / PERTUSSIS, ACELLULAR / TETANUS TOXOID",4,
104528,DIPHTHERIA TOXOID / TETANUS TOXOID,4,
104529,DIPHTHERIA PROTEIN / HAEMOPHILUS CAPSULAR OLIGOSACCHARIDE,4,
104530,"DIPTHERIA TOXOID / PERTUSSIS, ACELLULAR / TETANUS TOXOID",4,
104531,"DIPTHERIA TOXOID / PERTUSSIS, WHOLE CELL / TETANUS TOXOID",4,
104532,DISOFENIN / STANNOUS CHLORIDE,4,
104533,DOCOSAHEXAENOATE / EICOSAPENTAENOATE,4,
104534,DOCOSAHEXAENOATE / EICOSAPENTAENOATE / FISH OILS,4,
104535,DOCOSAHEXAENOATE / EICOSAPENTAENOATE / VITAMIN E,4,
104536,DOCOSAHEXAENOATE / PHOSPHOLIPIDS,4,
104537,DOCOSAHEXANOIC ACID / EICOSAPENTANOIC ACID,4,
104538,DOCUSATE / FERROUS FUMARATE,4,
104539,DOCUSATE / FERROUS FUMARATE / FOLATE,4,
104540,DOCUSATE / IRON,4,
104541,DOCUSATE / PHENOLPHTHALEIN,4,
104542,DOCUSATE / SENNA EXTRACT,4,
104543,DOCUSATE / SENNOSIDES,4,
104544,DOCUSATE / YELLOW PHENOLPHTHALEIN,4,
104545,DOMIPHEN / LIDOCAINE,4,
104546,DORZOLAMIDE / TIMOLOL,4,
104547,DOXYLAMINE / VITAMIN B6,4,
104548,DROPERIDOL / FENTANYL,4,
104549,DROSPIRENONE / ETHINYL ESTRADIOL,4,
104550,DYPHYLLINE / EPHEDRINE / GUAIFENESIN / PHENOBARBITAL,4,
104551,DYPHYLLINE / GUAIFENESIN,4,
104552,ECHINACEA ANGUSTIFOLIA EXTRACT / GOLDENSEAL PREPARATION,4,
104553,ECHINACEA ANGUSTIFOLIA ROOT / GOLDEN SEAL ROOT,4,
104554,ECHINACEA PREPARATION / GOLDEN SEAL ROOT,4,
104555,ECHINACEA PREPARATION / GOLDEN SEAL ROOT EXTRACT,4,
104556,ECHINACEA PREPARATION / GOLDENSEAL PREPARATION,4,
104557,ECHINACEA PURPUREA AERIAL PARTS EXTRACT / GOLDEN SEAL ROOT,4,
104558,ECHINACEA PURPUREA EXTRACT / GOLDEN SEAL EXTRACT,4,
104559,ECHINACEA PURPUREA EXTRACT / GOLDENSEAL PREPARATION,4,
104560,"ECHINACEA ROOT EXTRACT / ECHINACEA, AERIAL PARTS",4,
104561,ECHINACEA ROOT EXTRACT / GOLDEN SEAL ROOT,4,
104562,ECHINACEA ROOT EXTRACT / ZINC,4,
104563,ECONAZOLE / HYDROCORTISONE,4,
104564,EDETIC ACID / THIMEROSAL,4,
104565,TDF-FTC-EFV,4,
104566,EICOSAPENTAENOATE / LINOLENATE / VITAMIN E,4,
104567,EMTRICITABINE / TENOFOVIR DISOPROXIL,4,
104568,ENALAPRIL / FELODIPINE,4,
104569,ENALAPRIL / HYDROCHLOROTHIAZIDE,4,
104571,EPHEDRINE / GUAIFENESIN,4,
104572,EPHEDRINE / GUAIFENESIN / PHENOBARBITAL / THEOPHYLLINE,4,
104573,EPHEDRINE / GUAIFENESIN / THEOPHYLLINE,4,
104574,EPHEDRINE / HYDROXYZINE / THEOPHYLLINE,4,
104575,EPHEDRINE / PHENOBARBITAL,4,
104576,EPHEDRINE / PHENOBARBITAL / POTASSIUM IODIDE / THEOPHYLLINE,4,
104577,EPHEDRINE / PHENOBARBITAL / THEOPHYLLINE,4,
104578,EPHEDRINE / POTASSIUM,4,
104579,EPHEDRINE / POTASSIUM IODIDE,4,
104580,EPHEDRINE / SECOBARBITAL,4,
104581,EPHEDRINE / THEOPHYLLINE,4,
104582,EPINEPHRINE / ETIDOCAINE,4,
104583,EPINEPHRINE / GUANETHIDINE,4,
104584,EPINEPHRINE / LIDOCAINE,4,
104585,EPINEPHRINE / MEPIVACAINE,4,
104586,EPINEPHRINE / PILOCARPINE,4,
104587,EPINEPHRINE / PRILOCAINE,4,
104588,EPINEPHRINE / ZINC CHLORIDE,4,
104589,EPROSARTAN / HYDROCHLOROTHIAZIDE,4,
104590,ERGONOVINE / OXYTOCIN,4,
104591,ERGOTAMINE / HYOSCYAMINE / PHENOBARBITAL,4,
104592,ERGOTAMINE / LEVOROTATORY ALKALOIDS OF BELLADONNA / PHENOBARBITAL,4,
104593,ERYTHROMYCIN / ISOTRETINOIN,4,
104594,ERYTHROMYCIN / SULFISOXAZOLE,4,
104595,ERYTHROMYCIN / TRETINOIN,4,
104596,ERYTHROMYCIN / ZINC ACETATE,4,
104597,ESTRADIOL / ETHINYL ESTRADIOL / LEVONORGESTREL,4,
104598,ESTRADIOL / HYDROXYPROGESTERONE,4,
104599,ESTRADIOL / LEVONORGESTREL,4,
104600,ESTRADIOL / MEDROXYPROGESTERONE,4,
104601,ESTRADIOL / NORETHINDRONE,4,
104602,ESTRADIOL / NORGESTIMATE,4,
104603,ESTRADIOL / TESTOSTERONE,4,
104605,"ESTROGENS, CONJUGATED (USP) / ESTROGENS, ESTERIFIED (USP) / MEDROXYPROGESTERONE",4,
104606,"ESTROGENS, CONJUGATED (USP) / ESTRONE",4,
104607,"ESTROGENS, CONJUGATED (USP) / MEDROXYPROGESTERONE",4,
104608,"ESTROGENS, CONJUGATED (USP) / MEPROBAMATE",4,
104609,"ESTROGENS, CONJUGATED (USP) / METHYLTESTOSTERONE",4,
104613,"ESTROGENS, ESTERIFIED (USP) / METHYLTESTOSTERONE",4,
104614,ESTRONE / PROGESTERONE,4,
104615,ESTRONE / TESTOSTERONE,4,
104616,ETHANOL / GLUCOSE,4,
104617,ETHANOL / RESORCINOL,4,
104618,ETHANOL / SALICYLIC ACID,4,
104619,ETHANOL / SULFUR / ZINC OXIDE / ZINC SULFATE,4,
104620,ETHINYL ESTRADIOL / ETHYNODIOL,4,
104621,ETHINYL ESTRADIOL / FERROUS FUMARATE / NORETHINDRONE,4,
104622,ETHINYL ESTRADIOL / FLUOXYMESTERONE,4,
104623,ETHINYL ESTRADIOL / GESTODENE,4,
104624,ETHINYL ESTRADIOL / IRON / NORETHINDRONE,4,
104625,ETHINYL ESTRADIOL / LEVONORGESTREL,4,
104626,ETHINYL ESTRADIOL / NORELGESTROMIN,4,
104627,ETHINYL ESTRADIOL / NORETHINDRONE,4,
104628,ETHINYL ESTRADIOL / NORGESTIMATE,4,
104629,ETHINYL ESTRADIOL / NORGESTREL,4,
104630,ETHYNODIOL / MESTRANOL,4,
104631,EVENING PRIMROSE EXTRACT / GAMMA-LINOLENATE / LINOLEATE,4,
104632,EVENING PRIMROSE OIL / GAMMA-LINOLENATE,4,
104633,EZETIMIBE / SIMVASTATIN,4,
104638,"FATTY ACIDS, OMEGA-3 / FISH OILS / VITAMIN E",4,
104639,"FATTY ACIDS, OMEGA-3 / GLUCOSAMINE SULFATE / VITAMIN E",4,
104640,"FATTY ACIDS, OMEGA-3 / VITAMIN E",4,
104641,"FATTY ACIDS, OMEGA-3 / VITAMIN E MIXED TOCOPHEROLS",4,
104642,FE HEME POLYPEPTIDE / FOLATE,4,
104643,FELODIPINE / RAMIPRIL,4,
104644,FELYPRESSIN / PRILOCAINE,4,
104645,FENOTEROL / IPRATROPIUM,4,
104646,FENTANYL / ROPIVACAINE,4,
104647,FENUGREEK SEED PREPARATION / LEGUME PREPARATION,4,
104648,FERRIC AMMONIUM CITRATE / FOLATE,4,
104649,FERRIC AMMONIUM CITRATE / FOLATE / VITAMIN B 12,4,
104651,FERRIC PHOSPHATE / POTASSIUM CHLORIDE / SODIUM CHLORIDE,4,
104652,FERRIC PHOSPHATE / POTASSIUM CHLORIDE / SODIUM SULFATE,4,
104653,FERROUS BISGLYCINATE CHELATE / IRON POLYSACCHARIDE,4,
104654,FERROUS FUMARATE / FERROUS GLUCONATE,4,
104655,FERROUS FUMARATE / FOLATE,4,
104656,FERROUS FUMARATE / FOLATE / IRON POLYSACCHARIDE,4,
104657,FERROUS FUMARATE / IRON POLYSACCHARIDE,4,
104658,FERROUS SULFATE / FOLATE,4,
104659,FERROUS SULFATE / VITAMIN B COMPLEX WITH C,4,
104660,FEXOFENADINE / PSEUDOEPHEDRINE,4,
104662,FISH OILS / VITAMIN E,4,
104663,FLAXSEED EXTRACT / VITAMIN E,4,
104664,FLUMETHIAZIDE / POTASSIUM CHLORIDE / RAUWOLFIA PREPARATION,4,
104665,FLUOCINOLONE / HYDROQUINONE / TRETINOIN,4,
104666,FLUOCINOLONE / NEOMYCIN,4,
104667,FLUOCINOLONE / PYRITHIONE,4,
104668,FLUORESCEIN / LIDOCAINE,4,
104669,FLUORESCEIN / PROXYMETACAINE,4,
104670,FLUOROMETHOLONE / SULFACETAMIDE,4,
104671,FLUOROMETHOLONE / TOBRAMYCIN,4,
104672,FLUOXETINE / OLANZAPINE,4,
104673,FLUPHENAZINE / NORTRIPTYLINE,4,
104674,FLUPREDNIDENE / MICONAZOLE,4,
104675,FLURANDRENOLONE / NEOMYCIN,4,
104676,FLUTICASONE / SALMETEROL,4,
104677,FOLATE / IRON,2,
104678,FOLATE / LIVER EXTRACT / VITAMIN B 12,4,
104679,FOLATE / NIACINAMIDE / ZINC,4,
104680,FOLATE / POLYSACCHARIDE IRON COMPLEX / VITAMIN B 12,4,
104681,FOLATE / PYRIDOXINE / VITAMIN B 12,4,
104682,FOLATE / VITAMIN B 12,4,
104683,FOLATE / VITAMIN B 12 / VITAMIN B6,4,
104684,FOLLICLE STIMULATING HORMONE / LUTEINIZING HORMONE,4,
104686,FORMALDEHYDE / ISOPROPANOL,4,
